drug_name,disease_category,drug_category,product_name,clinical_trial_title,clinical_trial_start_date,clinical_trial_completion_date,clinical_trial_participants,country,clinical_trial_institution,side_effect,interacts_with,disease_name,company_name,clinical_trial_status,clinical_trial_condition,clinical_trial_address,clinical_trial_main_researcher
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,complementary component deficiency,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,complementary component deficiency,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,igg receptor i,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,igg receptor i,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, phagocytic,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, phagocytic,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, phagocytic,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, phagocytic,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, familial deficiency of,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan, familial deficiency of,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,igg receptor i,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,igg receptor i,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, phagocytic,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, phagocytic,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, phagocytic,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, phagocytic,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, familial deficiency of,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan, familial deficiency of,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,igg receptor i,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,igg receptor i,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, phagocytic,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, phagocytic,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, phagocytic,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, phagocytic,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, familial deficiency of,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan, familial deficiency of,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,igg receptor i,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,igg receptor i,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,igg receptor i,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, phagocytic,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, phagocytic,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, phagocytic,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, phagocytic,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, familial deficiency of,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, familial deficiency of,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,immunological,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan, familial deficiency of,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,headache,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,cough,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms,university hospital,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,renal failure,nan,lupus erythematosus,imclone llc,completed,mouth neoplasms, internal medicine,wolfgang hilbe
cetuximab,connective tissue disorder,antineoplastic agents,erbitux,immune response on neoadjuvant therapy in non-small-cell lung cancer (nsclc),2007-01-01 00:00:00,2011-06-01 00:00:00,41.0,austria,medical university of vienna,carcinoma,nan,lupus erythematosus,imclone llc,completed,laryngeal neoplasms,university hospital,wolfgang hilbe
